"date","currency_code","name","local_price","dollar_ex","dollar_price"
"2015-07-01",CLP,Chile,2100.0,642,3.27
"2015-07-01",CNY,China,17.0,6,2.83
"2015-07-01",COP,Colombia,7900.0,2708,2.92
"2015-07-01",CRC,Costa Rica,2150.0,533,4.03
"2015-07-01",CZK,Czech Republic,70.0,24,2.92
"2015-07-01",DKK,Denmark,34.59,6,5.76
"2015-07-01",EGP,Egypt,16.93,7,2.42
"2015-07-01",EUR,Estonia,2.95,1,2.95
"2015-07-01",EUR,Euro area,3.7,1,3.7
"2015-07-01",EUR,Finland,4.1,1,4.1
"2015-07-01",EUR,France,4.1,1,4.1
"2015-07-01",EUR,Germany,3.59,1,3.59
"2015-07-01",EUR,Greece,3.05,1,3.05
"2015-07-01",HKD,Hong Kong,19.2,7,2.74
"2015-07-01",HUF,Hungary,900.0,282,3.19
"2015-07-01",INR,India,116.25,63,1.85
"2015-07-01",IDR,Indonesia,30500.0,13344,2.29
"2015-07-01",EUR,Ireland,3.7,1,3.7
"2015-07-01",ILS,Israel,17.5,3,5.83
"2015-07-01",EUR,Italy,4.0,1,4.0
"2015-07-01",JPY,Japan,370.0,123,3.01
"2015-07-01",MYR,Malaysia,7.65,3,2.55
"2015-07-01",MXN,Mexico,49.0,15,3.27
"2015-07-01",EUR,Netherlands,3.45,1,3.45
"2015-07-01",NZD,New Zealand,5.9,1,5.9
"2015-07-01",NOK,Norway,46.0,8,5.75
"2015-07-01",PKR,Pakistan,350.0,101,3.47
"2015-07-01",PEN,Peru,10.0,3,3.33
"2015-07-01",PHP,Philippines,163.0,45,3.62
"2015-07-01",PLN,Poland,9.6,3,3.2
"2015-07-01",EUR,Portugal,3.0,1,3.0
"2015-07-01",RUB,Russia,107.0,56,1.91
"2015-07-01",SAR,Saudi Arabia,12.0,3,4.0
"2015-07-01",SGD,Singapore,4.7,1,4.7
"2015-07-01",ZAR,South Africa,26.0,12,2.17
"2015-07-01",KRW,South Korea,4300.0,1143,3.76
"2015-07-01",EUR,Spain,3.65,1,3.65
"2015-07-01",LKR,Sri Lanka,350.0,133,2.63
"2015-07-01",SEK,Sweden,43.7,8,5.46
"2015-07-01",CHF,Switzerland,6.5,1,6.5
"2015-07-01",TWD,Taiwan,79.0,31,2.55
"2015-07-01",THB,Thailand,108.0,34,3.18
"2015-07-01",TRY,Turkey,10.25,2,5.12
"2015-07-01",AED,UAE,13.0,3,4.33
"2015-07-01",UAH,Ukraine,34.0,21,1.62
"2015-07-01",USD,United States,4.29,1,4.29
"2015-07-01",UYU,Uruguay,113.0,27,4.19
"2015-07-01",VEF,Venezuela,132.0,197,0.67
"2015-07-01",VND,Vietnam,60000.0,21810,2.75
"2016-01-01",ARS,Argentina,33.0,13,2.54
"2016-01-01",AUD,Australia,5.3,1,5.3
"2016-01-01",EUR,Austria,3.5,1,3.5
"2016-01-01",EUR,Belgium,3.95,1,3.95
"2016-01-01",BRL,Brazil,13.5,4,3.38
"2016-01-01",GBP,Britain,2.89,1,2.89
"2016-01-01",CAD,Canada,5.84,1,5.84
"2016-01-01",CLP,Chile,2100.0,715,2.94
"2016-01-01",CNY,China,17.6,6,2.93
"2016-01-01",COP,Colombia,7900.0,3253,2.43
"2016-01-01",CRC,Costa Rica,2150.0,535,4.02
"2016-01-01",CZK,Czech Republic,75.0,25,3.0
"2016-01-01",DKK,Denmark,30.0,6,5.0
"2016-01-01",EGP,Egypt,16.93,7,2.42
"2016-01-01",EUR,Estonia,3.0,1,3.0
"2016-01-01",EUR,Euro area,3.72,1,3.72
"2016-01-01",EUR,Finland,4.1,1,4.1
"2016-01-01",EUR,France,4.1,1,4.1
"2016-01-01",EUR,Germany,3.59,1,3.59
"2016-01-01",EUR,Greece,3.35,1,3.35
"2016-01-01",HKD,Hong Kong,19.2,7,2.74
"2016-01-01",HUF,Hungary,900.0,292,3.08
"2016-01-01",INR,India,127.0,66,1.92
"2016-01-01",IDR,Indonesia,30500.0,13947,2.19
"2016-01-01",EUR,Ireland,3.95,1,3.95
"2016-01-01",ILS,Israel,16.9,3,5.63
"2016-01-01",EUR,Italy,4.0,1,4.0
"2016-01-01",JPY,Japan,370.0,118,3.14
"2016-01-01",MYR,Malaysia,8.0,4,2.0
"2016-01-01",MXN,Mexico,49.0,17,2.88
"2016-01-01",EUR,Netherlands,3.45,1,3.45
"2016-01-01",NZD,New Zealand,5.9,1,5.9
"2016-01-01",NOK,Norway,46.8,8,5.85
"2016-01-01",PKR,Pakistan,300.0,104,2.88
"2016-01-01",PEN,Peru,10.0,3,3.33
"2016-01-01",PHP,Philippines,131.0,47,2.79
"2016-01-01",PLN,Poland,9.6,4,2.4
"2016-01-01",EUR,Portugal,3.0,1,3.0
"2016-01-01",RUB,Russia,114.0,74,1.54
"2016-01-01",SAR,Saudi Arabia,12.0,3,4.0
"2016-01-01",SGD,Singapore,4.7,1,4.7
"2016-01-01",ZAR,South Africa,28.0,15,1.87
"2016-01-01",KRW,South Korea,4300.0,1197,3.59
"2016-01-01",EUR,Spain,3.5,1,3.5
"2016-01-01",LKR,Sri Lanka,350.0,144,2.43
"2016-01-01",SEK,Sweden,45.0,8,5.62
"2016-01-01",CHF,Switzerland,6.5,1,6.5
"2016-01-01",TWD,Taiwan,69.0,33,2.09
"2016-01-01",THB,Thailand,112.0,36,3.11
"2016-01-01",TRY,Turkey,10.25,3,3.42
"2016-01-01",AED,UAE,13.0,3,4.33
"2016-01-01",UAH,Ukraine,36.0,23,1.57
"2016-01-01",USD,United States,4.29,1,4.29
"2016-01-01",UYU,Uruguay,113.0,30,3.77
"2016-01-01",VEF,Venezuela,132.0,198,0.67
"2016-01-01",VND,Vietnam,60000.0,22467,2.67
"2016-07-01",ARS,Argentina,50.0,14,3.57
"2016-07-01",AUD,Australia,5.75,1,5.75
"2016-07-01",EUR,Austria,3.6,1,3.6
"2016-07-01",EUR,Belgium,3.95,1,3.95
"2016-07-01",BRL,Brazil,15.5,3,5.17
"2016-07-01",GBP,Britain,2.99,1,2.99
"2016-07-01",CAD,Canada,6.0,1,6.0
"2016-07-01",CLP,Chile,2300.0,651,3.53
"2016-07-01",CNY,China,18.6,6,3.1
"2016-07-01",COP,Colombia,8900.0,2929,3.04
"2016-07-01",CRC,Costa Rica,2250.0,546,4.12
"2016-07-01",CZK,Czech Republic,75.0,24,3.12
"2016-07-01",DKK,Denmark,30.0,6,5.0
"2016-07-01",EGP,Egypt,23.0,8,2.88
"2016-07-01",EUR,Estonia,3.1,1,3.1
"2016-07-01",EUR,Euro area,3.82,1,3.82
"2016-07-01",EUR,Finland,4.6,1,4.6
"2016-07-01",EUR,France,4.1,1,4.1
"2016-07-01",EUR,Germany,3.79,1,3.79
"2016-07-01",EUR,Greece,3.35,1,3.35
"2016-07-01",HKD,Hong Kong,19.2,7,2.74
"2016-07-01",HUF,Hungary,900.0,285,3.16
"2016-07-01",INR,India,162.0,67,2.42
"2016-07-01",IDR,Indonesia,31000.0,13112,2.36
"2016-07-01",EUR,Ireland,4.0,1,4.0
"2016-07-01",ILS,Israel,16.9,3,5.63
"2016-07-01",EUR,Italy,4.2,1,4.2
"2016-07-01",JPY,Japan,370.0,106,3.49
"2016-07-01",MYR,Malaysia,8.0,4,2.0
"2016-07-01",MXN,Mexico,44.0,18,2.44
"2016-07-01",EUR,Netherlands,3.45,1,3.45
"2016-07-01",NZD,New Zealand,6.0,1,6.0
"2016-07-01",NOK,Norway,46.8,8,5.85
"2016-07-01",PKR,Pakistan,375.0,104,3.61
"2016-07-01",PEN,Peru,10.0,3,3.33
"2016-07-01",PHP,Philippines,133.0,47,2.83
"2016-07-01",PLN,Poland,9.6,3,3.2
"2016-07-01",EUR,Portugal,3.05,1,3.05
"2016-07-01",RUB,Russia,130.0,63,2.06
"2016-07-01",SAR,Saudi Arabia,12.0,3,4.0
"2016-07-01",SGD,Singapore,5.45,1,5.45
"2016-07-01",ZAR,South Africa,30.0,14,2.14
"2016-07-01",KRW,South Korea,4400.0,1140,3.86
"2016-07-01",EUR,Spain,3.5,1,3.5
"2016-07-01",LKR,Sri Lanka,530.0,146,3.63
"2016-07-01",SEK,Sweden,44.94,8,5.62
"2016-07-01",CHF,Switzerland,6.5,1,6.5
"2016-07-01",TWD,Taiwan,69.0,32,2.16
"2016-07-01",THB,Thailand,119.0,34,3.5
"2016-07-01",TRY,Turkey,10.75,3,3.58
"2016-07-01",AED,UAE,13.0,3,4.33
"2016-07-01",UAH,Ukraine,39.0,24,1.62
"2016-07-01",USD,United States,4.5,1,4.5
"2016-07-01",UYU,Uruguay,123.0,30,4.1
"2016-07-01",VEF,Venezuela,2170.0,641,3.39
"2016-07-01",VND,Vietnam,60000.0,22300,2.69
"2017-01-01",ARS,Argentina,55.0,15,3.67
"2017-01-01",AUD,Australia,5.8,1,5.8
"2017-01-01",EUR,Austria,3.4,1,3.4
"2017-01-01",EUR,Belgium,3.95,1,3.95
"2017-01-01",BRL,Brazil,16.5,3,5.5
"2017-01-01",GBP,Britain,3.09,1,3.09
"2017-01-01",CAD,Canada,5.98,1,5.98
"2017-01-01",CLP,Chile,2450.0,672,3.65
"2017-01-01",CNY,China,19.6,6,3.27
"2017-01-01",COP,Colombia,9900.0,2994,3.31
"2017-01-01",CRC,Costa Rica,2250.0,554,4.06
"2017-01-01",CZK,Czech Republic,75.0,25,3.0
"2017-01-01",DKK,Denmark,30.0,7,4.29
"2017-01-01",EGP,Egypt,27.49,18,1.53
"2017-01-01",EUR,Estonia,3.1,1,3.1
"2017-01-01",EUR,Euro area,3.88,1,3.88
"2017-01-01",EUR,Finland,4.55,1,4.55
"2017-01-01",EUR,France,4.1,1,4.1
"2017-01-01",EUR,Germany,3.79,1,3.79
"2017-01-01",EUR,Greece,3.35,1,3.35
"2017-01-01",HKD,Hong Kong,19.2,7,2.74
"2017-01-01",HUF,Hungary,900.0,294,3.06
"2017-01-01",INR,India,170.0,68,2.5
"2017-01-01",IDR,Indonesia,31000.0,13329,2.33
"2017-01-01",EUR,Ireland,4.0,1,4.0
"2017-01-01",ILS,Israel,16.9,3,5.63
"2017-01-01",EUR,Italy,4.2,1,4.2
"2017-01-01",JPY,Japan,380.0,116,3.28
"2017-01-01",MYR,Malaysia,8.0,4,2.0
"2017-01-01",MXN,Mexico,49.0,21,2.33
"2017-01-01",EUR,Netherlands,3.61,1,3.61
"2017-01-01",NZD,New Zealand,6.0,1,6.0
"2017-01-01",NOK,Norway,49.0,8,6.12
"2017-01-01",PKR,Pakistan,375.0,104,3.61
"2017-01-01",PEN,Peru,11.0,3,3.67
"2017-01-01",PHP,Philippines,133.0,49,2.71
"2017-01-01",PLN,Poland,9.6,4,2.4
"2017-01-01",EUR,Portugal,3.05,1,3.05
"2017-01-01",RUB,Russia,130.0,60,2.17
"2017-01-01",SAR,Saudi Arabia,12.0,3,4.0
"2017-01-01",SGD,Singapore,5.6,1,5.6
"2017-01-01",ZAR,South Africa,26.32,13,2.02
"2017-01-01",KRW,South Korea,4400.0,1196,3.68
"2017-01-01",EUR,Spain,3.95,1,3.95
"2017-01-01",LKR,Sri Lanka,550.0,150,3.67
"2017-01-01",SEK,Sweden,48.0,9,5.33
"2017-01-01",CHF,Switzerland,6.5,1,6.5
"2017-01-01",TWD,Taiwan,69.0,31,2.23
"2017-01-01",THB,Thailand,119.0,35,3.4
"2017-01-01",TRY,Turkey,10.75,3,3.58
"2017-01-01",AED,UAE,13.0,3,4.33
"2017-01-01",UAH,Ukraine,42.0,27,1.56
"2017-01-01",USD,United States,4.5,1,4.5
"2017-01-01",UYU,Uruguay,125.0,28,4.46
"2017-01-01",VEF,Venezuela,3550.0,676,5.25
"2017-01-01",VND,Vietnam,60000.0,22572,2.66
"2017-07-01",ARS,Argentina,70.0,16,4.38
"2017-07-01",AUD,Australia,5.9,1,5.9
"2017-07-01",EUR,Austria,3.4,1,3.4
"2017-07-01",EUR,Belgium,4.05,1,4.05
"2017-07-01",BRL,Brazil,16.5,3,5.5
"2017-07-01",GBP,Britain,3.19,1,3.19
"2017-07-01",CAD,Canada,5.97,1,5.97
"2017-07-01",CLP,Chile,2550.0,663,3.85
"2017-07-01",CNY,China,19.8,6,3.3
"2017-07-01",COP,Colombia,9900.0,3052,3.24
"2017-07-01",CRC,Costa Rica,2290.0,572,4.0
"2017-07-01",CZK,Czech Republic,75.0,22,3.41
"2017-07-01",DKK,Denmark,30.0,6,5.0
"2017-07-01",EGP,Egypt,31.37,17,1.85
"2017-07-01",EUR,Estonia,3.15,1,3.15
"2017-07-01",EUR,Euro area,3.91,1,3.91
"2017-07-01",EUR,Finland,4.56,1,4.56
"2017-07-01",EUR,France,4.1,1,4.1
"2017-07-01",EUR,Germany,3.9,1,3.9
"2017-07-01",EUR,Greece,3.35,1,3.35
"2017-07-01",HKD,Hong Kong,19.2,7,2.74
"2017-07-01",HUF,Hungary,862.0,268,3.22
"2017-07-01",INR,India,178.0,64,2.78
"2017-07-01",IDR,Indonesia,32126.0,13369,2.4
"2017-07-01",EUR,Ireland,4.07,1,4.07
"2017-07-01",ILS,Israel,16.9,3,5.63
"2017-07-01",EUR,Italy,4.2,1,4.2
"2017-07-01",JPY,Japan,380.0,113,3.36
"2017-07-01",MYR,Malaysia,8.6,4,2.15
"2017-07-01",MXN,Mexico,49.0,17,2.88
"2017-07-01",EUR,Netherlands,3.61,1,3.61
"2017-07-01",NZD,New Zealand,6.1,1,6.1
"2017-07-01",NOK,Norway,49.0,8,6.12
"2017-07-01",PKR,Pakistan,375.0,105,3.57
"2017-07-01",PEN,Peru,10.5,3,3.5
"2017-07-01",PHP,Philippines,134.0,50,2.68
"2017-07-01",PLN,Poland,10.1,3,3.37
"2017-07-01",EUR,Portugal,3.25,1,3.25
"2017-07-01",RUB,Russia,137.0,60,2.28
"2017-07-01",SAR,Saudi Arabia,12.0,3,4.0
"2017-07-01",SGD,Singapore,5.6,1,5.6
"2017-07-01",ZAR,South Africa,30.0,13,2.31
"2017-07-01",KRW,South Korea,4400.0,1144,3.85
"2017-07-01",EUR,Spain,3.8,1,3.8
"2017-07-01",LKR,Sri Lanka,580.0,153,3.79
"2017-07-01",SEK,Sweden,48.97,8,6.12
"2017-07-01",CHF,Switzerland,6.5,1,6.5
"2017-07-01",TWD,Taiwan,69.0,30,2.3
"2017-07-01",THB,Thailand,119.0,34,3.5
"2017-07-01",TRY,Turkey,10.75,3,3.58
"2017-07-01",AED,UAE,14.0,3,4.67
"2017-07-01",UAH,Ukraine,44.0,25,1.76
"2017-07-01",USD,United States,4.5,1,4.5
"2017-07-01",UYU,Uruguay,130.0,28,4.64
"2017-07-01",VEF,Venezuela,10950.0,2700,4.06
"2017-07-01",VND,Vietnam,60000.0,22732,2.64
"2018-01-01",ARS,Argentina,75.0,18,4.17
"2018-01-01",AUD,Australia,5.9,1,5.9
"2018-01-01",EUR,Austria,3.4,1,3.4
"2018-01-01",EUR,Belgium,4.1,1,4.1
"2018-01-01",BRL,Brazil,16.5,3,5.5
"2018-01-01",GBP,Britain,3.19,1,3.19
"2018-01-01",CAD,Canada,6.55,1,6.55
"2018-01-01",CLP,Chile,2600.0,605,4.3
"2018-01-01",CNY,China,20.4,6,3.4
"2018-01-01",COP,Colombia,10900.0,2844,3.83
"2018-01-01",CRC,Costa Rica,2290.0,568,4.03
"2018-01-01",CZK,Czech Republic,79.0,20,3.95
"2018-01-01",DKK,Denmark,30.0,6,5.0
"2018-01-01",EGP,Egypt,34.21,17,2.01
"2018-01-01",EUR,Estonia,3.15,1,3.15
"2018-01-01",EUR,Euro area,3.95,1,3.95
"2018-01-01",EUR,Finland,4.56,1,4.56
"2018-01-01",EUR,France,4.2,1,4.2
"2018-01-01",EUR,Germany,3.9,1,3.9
"2018-01-01",EUR,Greece,3.35,1,3.35
"2018-01-01",HKD,Hong Kong,20.5,7,2.93
"2018-01-01",HUF,Hungary,864.0,252,3.43
"2018-01-01",INR,India,180.0,63,2.86
"2018-01-01",IDR,Indonesia,35750.0,13359,2.68
"2018-01-01",EUR,Ireland,4.07,1,4.07
"2018-01-01",ILS,Israel,16.5,3,5.5
"2018-01-01",EUR,Italy,4.2,1,4.2
"2018-01-01",JPY,Japan,380.0,110,3.45
"2018-01-01",MYR,Malaysia,9.0,3,3.0
"2018-01-01",MXN,Mexico,48.0,18,2.67
"2018-01-01",EUR,Netherlands,3.71,1,3.71
"2018-01-01",NZD,New Zealand,6.2,1,6.2
"2018-01-01",NOK,Norway,49.0,7,7.0
"2018-01-01",PKR,Pakistan,375.0,110,3.41
"2018-01-01",PEN,Peru,10.5,3,3.5
"2018-01-01",PHP,Philippines,134.0,50,2.68
"2018-01-01",PLN,Poland,10.1,3,3.37
"2018-01-01",EUR,Portugal,3.2,1,3.2
"2018-01-01",RUB,Russia,130.0,56,2.32
"2018-01-01",SAR,Saudi Arabia,12.0,3,4.0
"2018-01-01",SGD,Singapore,5.8,1,5.8
"2018-01-01",ZAR,South Africa,30.0,12,2.5
"2018-01-01",KRW,South Korea,4400.0,1069,4.12
"2018-01-01",EUR,Spain,3.95,1,3.95
"2018-01-01",LKR,Sri Lanka,580.0,153,3.79
"2018-01-01",SEK,Sweden,49.1,8,6.14
"2018-01-01",CHF,Switzerland,6.5,1,6.5
"2018-01-01",TWD,Taiwan,69.0,29,2.38
"2018-01-01",THB,Thailand,119.0,31,3.84
"2018-01-01",TRY,Turkey,10.75,3,3.58
"2018-01-01",AED,UAE,14.0,3,4.67
"2018-01-01",UAH,Ukraine,47.0,28,1.68
"2018-01-01",USD,United States,4.61,1,4.61
"2018-01-01",UYU,Uruguay,140.0,28,5.0
"2018-01-01",VEF,Venezuela,0.0,1,0.0
"2018-01-01",VND,Vietnam,65000.0,22711,2.86
"2018-07-01",ARS,Argentina,75.0,27,2.78
"2018-07-01",AUD,Australia,6.05,1,6.05
"2018-07-01",EUR,Austria,3.4,1,3.4
"2018-07-01",AZN,Azerbaijan,3.95,1,3.95
"2018-07-01",BHD,Bahrain,1.2,1,1.2
"2018-07-01",EUR,Belgium,4.1,1,4.1
"2018-07-01",BRL,Brazil,16.9,3,5.63
"2018-07-01",GBP,Britain,3.19,1,3.19
"2018-07-01",CAD,Canada,6.65,1,6.65
"2018-07-01",CLP,Chile,2640.0,651,4.06
"2018-07-01",CNY,China,20.5,6,3.42
"2018-07-01",COP,Colombia,11900.0,2874,4.14
"2018-07-01",CRC,Costa Rica,2290.0,567,4.04
"2018-07-01",HRK,Croatia,21.0,6,3.5
"2018-07-01",CZK,Czech Republic,75.0,22,3.41
"2018-07-01",DKK,Denmark,30.0,6,5.0
"2018-07-01",EGP,Egypt,31.37,17,1.85
"2018-07-01",EUR,Estonia,3.15,1,3.15
"2018-07-01",EUR,Euro area,4.04,1,4.04
"2018-07-01",EUR,Finland,4.62,1,4.62
"2018-07-01",EUR,France,4.2,1,4.2
"2018-07-01",EUR,Germany,4.12,1,4.12
"2018-07-01",EUR,Greece,3.35,1,3.35
"2018-07-01",GTQ,Guatemala,25.0,7,3.57
"2018-07-01",HNL,Honduras,85.0,23,3.7
"2018-07-01",HKD,Hong Kong,20.0,7,2.86
"2018-07-01",HUF,Hungary,850.0,276,3.08
"2018-07-01",INR,India,173.0,68,2.54
"2018-07-01",IDR,Indonesia,31500.0,14360,2.19
"2018-07-01",EUR,Ireland,4.07,1,4.07
"2018-07-01",ILS,Israel,17.0,3,5.67
"2018-07-01",EUR,Italy,4.2,1,4.2
"2018-07-01",JPY,Japan,390.0,111,3.51
"2018-07-01",JOD,Jordan,1.95,1,1.95
"2018-07-01",KWD,Kuwait,1.05,1,1.05
"2018-07-01",EUR,Latvia,2.7,1,2.7
"2018-07-01",LBP,Lebanon,6500.0,1511,4.3
"2018-07-01",EUR,Lithuania,2.8,1,2.8
"2018-07-01",MYR,Malaysia,8.45,4,2.11
"2018-07-01",MXN,Mexico,49.0,19,2.58
"2018-07-01",MDL,Moldova,43.0,16,2.69
"2018-07-01",EUR,Netherlands,3.79,1,3.79
"2018-07-01",NZD,New Zealand,6.2,1,6.2
"2018-07-01",NIO,Nicaragua,103.0,31,3.32
"2018-07-01",NOK,Norway,42.0,8,5.25
"2018-07-01",OMR,Oman,1.05,1,1.05
"2018-07-01",PKR,Pakistan,375.0,121,3.1
"2018-07-01",PEN,Peru,10.5,3,3.5
"2018-07-01",PHP,Philippines,140.0,53,2.64
"2018-07-01",PLN,Poland,10.1,3,3.37
"2018-07-01",EUR,Portugal,3.25,1,3.25
"2018-07-01",QAR,Qatar,12.0,3,4.0
"2018-07-01",RON,Romania,9.2,3,3.07
"2018-07-01",RUB,Russia,130.0,62,2.1
"2018-07-01",SAR,Saudi Arabia,12.0,3,4.0
"2018-07-01",SGD,Singapore,5.8,1,5.8
"2018-07-01",EUR,Slovakia,3.0,1,3.0
"2018-07-01",EUR,Slovenia,2.3,1,2.3
"2018-07-01",ZAR,South Africa,31.0,13,2.38
"2018-07-01",KRW,South Korea,4500.0,1116,4.03
"2018-07-01",EUR,Spain,4.1,1,4.1
"2018-07-01",LKR,Sri Lanka,580.0,159,3.65
"2018-07-01",SEK,Sweden,51.0,8,6.38
"2018-07-01",CHF,Switzerland,6.5,1,6.5
"2018-07-01",TWD,Taiwan,69.0,30,2.3
"2018-07-01",THB,Thailand,119.0,33,3.61
"2018-07-01",TRY,Turkey,10.75,4,2.69
"2018-07-01",UAH,Ukraine,50.0,26,1.92
"2018-07-01",AED,United Arab Emirates,14.0,3,4.67
"2018-07-01",USD,United States,4.62,1,4.62
"2018-07-01",UYU,Uruguay,140.0,31,4.52
"2018-07-01",VND,Vietnam,65000.0,23039,2.82
"2019-01-01",ARS,Argentina,75.0,37,2.03
"2019-01-01",AUD,Australia,6.1,1,6.1
"2019-01-01",EUR,Austria,3.76,1,3.76
"2019-01-01",AZN,Azerbaijan,3.95,1,3.95
"2019-01-01",BHD,Bahrain,1.2,1,1.2
"2019-01-01",EUR,Belgium,4.2,1,4.2
"2019-01-01",BRL,Brazil,16.9,3,5.63
"2019-01-01",GBP,Britain,3.19,1,3.19
"2019-01-01",CAD,Canada,6.77,1,6.77
"2019-01-01",CLP,Chile,2640.0,678,3.89
"2019-01-01",CNY,China,20.9,6,3.48
"2019-01-01",COP,Colombia,11900.0,3191,3.73
"2019-01-01",CRC,Costa Rica,2290.0,606,3.78
"2019-01-01",HRK,Croatia,21.0,6,3.5
"2019-01-01",CZK,Czech Republic,85.0,22,3.86
"2019-01-01",DKK,Denmark,30.0,6,5.0
"2019-01-01",EGP,Egypt,40.0,17,2.35
"2019-01-01",EUR,Estonia,3.2,1,3.2
"2019-01-01",EUR,Euro area,4.05,1,4.05
"2019-01-01",EUR,Finland,4.62,1,4.62
"2019-01-01",EUR,France,4.2,1,4.2
"2019-01-01",EUR,Germany,4.12,1,4.12
"2019-01-01",EUR,Greece,3.35,1,3.35
"2019-01-01",GTQ,Guatemala,25.0,7,3.57
"2019-01-01",HNL,Honduras,85.0,24,3.54
"2019-01-01",HKD,Hong Kong,20.0,7,2.86
"2019-01-01",HUF,Hungary,850.0,280,3.04
"2019-01-01",INR,India,178.0,69,2.58
"2019-01-01",IDR,Indonesia,33000.0,14090,2.34
"2019-01-01",EUR,Ireland,4.07,1,4.07
"2019-01-01",ILS,Israel,17.0,3,5.67
"2019-01-01",EUR,Italy,4.2,1,4.2
"2019-01-01",JPY,Japan,390.0,108,3.61
"2019-01-01",JOD,Jordan,1.95,1,1.95
"2019-01-01",KWD,Kuwait,1.05,1,1.05
"2019-01-01",EUR,Latvia,2.8,1,2.8
"2019-01-01",LBP,Lebanon,6500.0,1507,4.31
"2019-01-01",EUR,Lithuania,2.85,1,2.85
"2019-01-01",MYR,Malaysia,9.05,4,2.26
"2019-01-01",MXN,Mexico,49.0,19,2.58
"2019-01-01",MDL,Moldova,40.0,17,2.35
"2019-01-01",EUR,Netherlands,4.0,1,4.0
"2019-01-01",NZD,New Zealand,6.2,1,6.2
"2019-01-01",NIO,Nicaragua,103.0,32,3.22
"2019-01-01",NOK,Norway,50.0,8,6.25
"2019-01-01",OMR,Oman,1.05,1,1.05
"2019-01-01",PKR,Pakistan,460.0,138,3.33
"2019-01-01",PEN,Peru,10.5,3,3.5
"2019-01-01",PHP,Philippines,140.0,52,2.69
"2019-01-01",PLN,Poland,10.5,3,3.5
"2019-01-01",EUR,Portugal,3.25,1,3.25
"2019-01-01",QAR,Qatar,12.0,3,4.0
"2019-01-01",RON,Romania,9.3,4,2.33
"2019-01-01",RUB,Russia,110.17,66,1.67
"2019-01-01",SAR,Saudi Arabia,12.0,3,4.0
"2019-01-01",SGD,Singapore,5.8,1,5.8
"2019-01-01",EUR,Slovakia,3.2,1,3.2
"2019-01-01",EUR,Slovenia,2.3,1,2.3
"2019-01-01",ZAR,South Africa,31.0,13,2.38
"2019-01-01",KRW,South Korea,4500.0,1118,4.03
"2019-01-01",EUR,Spain,3.95,1,3.95
"2019-01-01",LKR,Sri Lanka,580.0,182,3.19
"2019-01-01",SEK,Sweden,52.0,8,6.5
"2019-01-01",CHF,Switzerland,6.5,1,6.5
"2019-01-01",TWD,Taiwan,69.0,30,2.3
"2019-01-01",THB,Thailand,119.0,32,3.72
"2019-01-01",TRY,Turkey,10.75,5,2.15
"2019-01-01",UAH,Ukraine,54.0,27,2.0
"2019-01-01",AED,United Arab Emirates,14.0,3,4.67
"2019-01-01",USD,United States,4.71,1,4.71
"2019-01-01",UYU,Uruguay,140.0,32,4.38
"2019-01-01",VND,Vietnam,65000.0,23199,2.8
"2019-07-09",ARS,Argentina,120.0,41,2.93
"2019-07-09",AUD,Australia,6.15,1,6.15
"2019-07-09",EUR,Austria,3.81,1,3.81
"2019-07-09",AZN,Azerbaijan,3.95,1,3.95
"2019-07-09",BHD,Bahrain,1.4,1,1.4
"2019-07-09",EUR,Belgium,4.2,1,4.2
"2019-07-09",BRL,Brazil,17.5,3,5.83
"2019-07-09",GBP,Britain,3.29,1,3.29
"2019-07-09",CAD,Canada,6.77,1,6.77
"2019-07-09",CLP,Chile,2640.0,689,3.83
"2019-07-09",CNY,China,21.0,6,3.5
"2019-07-09",COP,Colombia,11900.0,3227,3.69
"2019-07-09",CRC,Costa Rica,2290.0,581,3.94
"2019-07-09",HRK,Croatia,22.0,6,3.67
"2019-07-09",CZK,Czech Republic,85.0,22,3.86
